"packageid","title","keywords","abstract"
"knb-lter-sev.294","Sevilleta LTER Vegetation Sample Catalog- Ground Samples for Chemical Analysis","plant species,productivity,net primary productivity,annual net primary production,nitrogen content,percent carbon,primary production,harvesting,carbon,nitrogen,phosphorus,grasses,inorganic nutrients,organic matter","
    Several long-term studies at the Sevilleta LTER measure net primary
    production (NPP) across ecosystems and treatments. Net primary
    production is a fundamental ecological variable that quantifies
    rates of carbon consumption and fixation. Estimates of NPP are
    important in understanding energy flow at a community level as well
    as spatial and temporal responses to a range of ecological
    processes. The NPP weight data (SEV 157) is obtained by harvesting a
    series of covers for species observed during plot sampling. These
    species are always harvested from habitat comparable to the plots in
    which they were recorded. This data is then used to make volumetric
    measurements of species and build regressions correlating biomass
    and volume. From these calculations, seasonal biomass and seasonal
    and annual NPP are determined. These sampled are then vouchered for
    use to do analyses of inorganic and organic components such as
    carbon, nitrogen, and phosphorous as well as and other macro and
    micro nutrients and organic components such as cellulose and lignin.
  "
"knb-lter-sev.317","Context dependency of effect of fungal connections between plants and biocrusts","Vascular plants  ,precipitation  ,productivity  ,fungi  ,chlorophyll a  ,nitrogen  ,stable isotopes,roots,biological soil crust  ,extracellular enzyme activity  ,dryland  ,fungal loop hypothesis  ","Conceptual context: Species interactions may
  couple the resource dynamics of different primary producers and may
  enhance productivity by reducing loss from the system. In low-resource
  systems, this biotic control may be especially important for
  maintaining productivity. In drylands, the activities of vascular
  plants and biological soil crusts can be decoupled in space because
  biocrusts grow on the soil surface but plant roots are underground,
  and decoupled in time due to biocrusts activating with smaller
  precipitation events than plants. Soil fungi are hypothesized to
  functionally couple the plants and biocrusts by transporting
  nutrients. We studied whether disrupting fungi between biocrusts and
  plants reduces nitrogen transfer and retention and decreases primary
  production as predicted by the fungal loop hypothesis. Additionally,
  we compared varying precipitation regimes that can drive different
  timing and depth of biological activities.
Methodological approach: We used field mesocosms
  in which the potential for fungal connections between biocrusts and
  roots remained intact or were impeded by mesh. We imposed a
  precipitation regime of small, frequent or large, infrequent rain
  events. We used 15N to track fungal-mediated nitrogen (N) transfer. We
  quantified microbial carbon use efficiency and plant and biocrust
  production and N content.
"
"knb-lter-sev.322","What could explain 13C signature of dryland biocrusts? Evaluating potential resource transfer between plants and biocrusts.","carbon cycling,stable isotopes,chlorophyll,biological soil crusts,cyanobacteria,root distribution","
  Dryland ecosystems are increasing in geographic extent and contribute
  greatly to interannual variability in global carbon dynamics.
  Disentangling interactions among dominant primary producers can help
  partition their contributions to dryland C dynamics. We measured the
  d13C signatures of biological soil crusts and dominant plant species
  (C3 and C4) across a regional scale in the southwestern USA to
  determine if biocrust cyanobacteria were coupled to plant productivity
  (using plant-derived C mixotrophically), or independent of plant
  activity (and therefore purely autotrophic).
"
"knb-lter-sev.51","Master Plant Species Information Database for the Sevilleta National Wildlife Refuge, New Mexico (1989-1996)","populations,species,plant species,species lists,plants,grasses,herbs,forbs,shrubs,trees","This data base contains taxonomic and ecological information for the plant species on the Sevilleta National Wildlife Refuge."
"knb-lter-sev.76","NASA Sun Photometry Data at the Sevilleta National Wildlife Refuge, New Mexico (1994-present)","inorganic nutrients,atmospheric properties,chemical properties,dimensions,thickness,air,atmosphere","A sun photometer was installed at the Sevilleta Field Station in 1994.It is part of a network of such instruments deployed around the world within a program called AERONET (AErosol RObotic NETwork http://aeronet.gsfc.nasa.gov/new_web/system_descriptions.html) established by NASA to obtain a measure of atmospheric aerosols around the globe. Â Individual photometer units are designed to view the sun and sky at preprogrammed intervals throughout the day for theÂ measurement of aerosol optical thickness, water vapor amounts, ozone levels, particle size distribution, aerosol scattering, phase function, and single scattering albedo. Â These measurements can also be used to radiometrically correct satellite imagery. Â The unit consists of A) the photometer, B) a robot for directing the photometer at the sun, C) a CIMEL datalogger which directs the data collection and storage, D) a DCP (Data Collection Platform) which controls hourly data transmission to the GOES satellite and E) an antenna for facilitating this DCP to satellite link. Â Solar measurements are made at 1021, 871, 669, 498, 437, 379, and 339 nm. Â The Sevilleta LTER is responsible for maintenance of the unit on site while NASA takes care of data processing and and storage and annual re-calibration of the unit. Â Data can be obtained from NASA via:http://aeronet.gsfc.nasa.gov/cgi-bin/type_piece_of_map_opera_v2_new."
"knb-lter-sev.78","Time Domain Reflectometry at the Sevilleta National Wildlife Refuge, New Mexico (1996-2005)","primary production,reflectance,soil properties,soil moisture,water balance,dataloggers,time domain reflectometry,precipitation","This file contains hourly time-domain reflectometry (TDR) soil moisture data for 1996-2005. A key factor in a spatially explicit water-balance model is a measure of moisture in the soils over time. This metric is crucial for both calibration and validation of such a model. One of the best methods of measuring soil moisture on a continuous basis is TDR. Therefore, a network of TDR soil moisture sensors was installed at all meteorological stations on the Sevilleta National Wildlife Refuge. At two of the sites the sensors were measured on an hourly basis in conjunction with the meteorological variables. At the four other sites the sensors were measured on a much less frequent basis - about every two weeks. Sensors were installed in pits in sets of five. One sensor was installed vertically adjacent to the pit to measure the top 30 cm of soil. The other four were installed horizontally in the face of the pit at 5, 10, 20, and 40 cm. Pits were then backfilled."
"knb-lter-sev.79","Bowen Ratio Evapotranspiration Data at the Sevilleta National Wildlife Refuge, New Mexico, 1996-1999","inorganic nutrients,measurements,vapor pressure,humidity,relative humidity,wind,temperature,fluxes,heat flux,methods,soil","This file contains data collected from 1996-1999 at a Bowen ratio tower adjacent to the Deep Well Meteorological Station at Deep Well (Station 40). The Bowen ratio method employs a method of measuring the temperature and vapor pressure gradient over a vegetation canopy to quantify evapotranspiration from that canopy."
"knb-lter-sev.81","Water Balance Modeling Project at the Sevilleta National Wildlife Refuge, New Mexico: Vegetation Plot Data  (1995-1998)","primary production,precipitation,water balance,time domain reflectometry,physiological processes,photosynthesis,transpiration,litter,plants,foliage,leaves","The water balance vegetation plots were part of a larger water balance monitoring project at the Sevilleta LTER.  The plots were designed to measure the percent cover of photosynthetic/transpiring (green) plant species at specific sites where time domain reflectometry (TDR) probes and weather stations were already installed.   In 1995, there were three sites (Field Station, Deep Well and Rio Salado).  A 30m x 30m plot was installed at each site, and collection of vegetation data commenced in July 1995.  Percent cover (green) and species identities were recorded monthly at a representative sample of 1m square quadrats within each plot.  "
"knb-lter-sgs.101","SGS-LTER Earthwatch Project - Nitrogen and Carbon in Native, Abandoned and Cultivated Fields in eastern Colorado, USA 1991","nitrogen, nitrogen mineralization, carbon, inorganic nutrients, organic matter","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. Our objective in this study was to evaluate
                                                  effects of land use on in situ net N
                                                  mineralization in shortgrass steppe by comparing
                                                  native and abandoned fields and cultivated fields,
                                                  and by comparing soil under and between plants
                                                  within native and abandoned fields. We also
                                                  compared mineralization patterns between in situ
                                                  and laboratory incubations to evaluate the role of
                                                  environmental restrictions in determining N supply
                                                  across management treatments and
                                                  microsites. Additional information and referenced materials can be found: 
                                                  http://hdl.handle.net/10217/82140 "
"knb-lter-sgs.103","SGS-LTER Earthwatch - In situ Nitrogen Mineralization on Native, Abandoned and Cultivated Fields in eastern Colorado, USA in 1991","nitrogen, nitrogen mineralization, soil water, bulk density, inorganic nutrients, organic matter","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. Our objective in this study was to evaluate
                                                  effects of land use on in situ net N
                                                  mineralization in shortgrass steppe by comparing
                                                  native and abandoned fields and cultivated fields,
                                                  and by comparing soil under and between plants
                                                  within native and abandoned fields. We also
                                                  compared mineralization patterns between in situ
                                                  and laboratory incubations to evaluate the role of
                                                  environmental restrictions in determining N supply
                                                  across management treatments and
                                                  microsites. Additional information and referenced materials can be found: 
                                                  http://hdl.handle.net/10217/82140"
"knb-lter-sgs.105","SGS-LTER Standard Met Data: 1986-09-12-2010 CR21x Level 2 Meteorological Data on the  Central Plains Experimental Range, Nunn, Colorado, USA 1986 - present, ARS Study Number 4","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. The objective of this study is to collect
                                                  baseline meteorological data for the CPER.
                                                  Datasets auto12_climdb and man11_climdb have been
                                                  processed for quality and missing values. Additional information and 
                                                  referenced materials can be found:http://hdl.handle.net/10217/82146."
"knb-lter-sgs.112","SGS-LTER Standard Met Data: 1971-2010 Manually Collected Soil Temperature Data in English Units on the Central Plains Experimental Range, Nunn, Colorado, USA 1971-2008, ARS Study Number 4","belowground temperature, temperature, weather, meteorology, inorganic nutrients","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. The objective of this study is to collect
                                                  baseline meteorological data for the CPER.
                                                  Datasets auto12_climdb and man11_climdb have been
                                                  processed for quality and missing values. Additional information and referenced 
                                                  materials can be found: http://hdl.handle.net/10217/82446."
"knb-lter-sgs.115","SGS-LTER Standard Met Data: Cr21x Station 12 - Daily Meteorological Data on the Central Plains Experimental Range in Nunn, Colorado, USA 1986-2010, ARS Study Number 4","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers working on the Shortgrass Steppe 
									Long Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
									Long-term datasets and background information (proposals, reports, photographs, etc.) on the 
									SGS-LTER project are contained in a comprehensive project collection within the Digital 
									Collections of Colorado (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).  
									The data table and associated metadata document, which is 
									generated in Ecological Metadata Language, may be available through other repositories 
									serving the ecological research community and represent components of the larger SGS-LTER 
									project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/82449.
								The objective of this study is to collect baseline meteorological data for the CPER.  Datasets  auto12_climdb and man11_climdb  have been processed for quality and missing values."
"knb-lter-sgs.116","SGS-LTER Standard Met Data: CR21x Station 12 - Hourly Meteorological Data  on the Central Plains Experimental Range Headquarters in Nunn, Colorado, USA 1986-2010, ARS Study Number 4","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers working on the Shortgrass Steppe 
									Long Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
									Long-term datasets and background information (proposals, reports, photographs, etc.) on the 
									SGS-LTER project are contained in a comprehensive project collection within the Digital 
									Collections of Colorado (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).  
									The data table and associated metadata document, which is 
									generated in Ecological Metadata Language, may be available through other repositories 
									serving the ecological research community and represent components of the larger SGS-LTER 
									project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/82449.
								The objective of this study is to collect baseline meteorological data for the CPER.  Datasets  auto12_climdb and man11_climdb  have been processed for quality and missing values."
"knb-lter-sgs.117","SGS-LTER Standard Met Data: CR21x Station 12 - 15 minute  preciptation values from LTER meteorological station on the Central Plains Experimental Range  in Nunn, Colorado, USA 1986-1994, ARS Study Number 4","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers working on the Shortgrass Steppe 
									Long Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
									Long-term datasets and background information (proposals, reports, photographs, etc.) on the 
									SGS-LTER project are contained in a comprehensive project collection within the Digital 
									Collections of Colorado (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).  
									The data table and associated metadata document, which is 
									generated in Ecological Metadata Language, may be available through other repositories 
									serving the ecological research community and represent components of the larger SGS-LTER 
									project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/82449.
								The objective of this study is to collect baseline meteorological data for the CPER.  Datasets  auto12_climdb and man11_climdb  have been processed for quality and missing values."
"knb-lter-sgs.118","SGS-LTER Standard Met Data: CR21x Station 12 - 15 Minute Meteorological Data on the Central Plains Experimental Range  in Nunn, Colorado, USA 1995-2010, ARS Study Number 4","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers working on the Shortgrass Steppe 
									Long Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
									Long-term datasets and background information (proposals, reports, photographs, etc.) on the 
									SGS-LTER project are contained in a comprehensive project collection within the Digital 
									Collections of Colorado (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).  
									The data table and associated metadata document, which is 
									generated in Ecological Metadata Language, may be available through other repositories 
									serving the ecological research community and represent components of the larger SGS-LTER 
									project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/82449.
								The objective of this study is to collect baseline meteorological data for the CPER.  Datasets  auto12_climdb and man11_climdb  have been processed for quality and missing values."
"knb-lter-sgs.122","SGS-LTER Standard Met Data: Monthly precipitation totals and
                                    temperatures from the Central Plains Experimental Range, Nunn,
                                    CO 1941-1973","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. Additional information and referenced materials can be found: 
                                                  http://hdl.handle.net/10217/83446.The objective of this study is to collect
                                                  baseline meteorological data for the CPER.
                                                  Datasets auto12_climdb and man11_climdb have been
                                                  processed for quality and missing values."
"knb-lter-sgs.131","SGS-LTER CPER Hillslope Soil Spatial Variability on the Central Plains Experimental Range, Nunn, Colorado, USA 1983-1984","hillslope, catena, soils, inorganic nutrients, organic matter","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/83515.CPER Hillslope Soil Spatial Variability -
                                                  Pedons were characterized along three parallel
                                                  transects, spaced at approximate 40 m intervals
                                                  perpendicular to a hillslope at the CPER. Pedons
                                                  were described at 7 landscape positions along each
                                                  transect: summit, shoulder, upper backslope,
                                                  middle backslope, lower backslope, footslope, and
                                                  toeslope. Pedons were described by genetic horizon
                                                  according to the standards of the National
                                                  Cooperative Soil Survey. Analyses included:
                                                  particle size; organic C; total N; organic and
                                                  total P. Bulk Density was estimated using particle
                                                  size and organic C data, according to: Rawls, W.J.
                                                  1983. Estimating soil bulk density from particle
                                                  size analysis and organic matter content. Soil
                                                  Sci. 135: 123-125."
"knb-lter-sgs.133","SGS-LTER Live arthropod pitfall trapping across a double catena on the Central Plains Experimental Range, Nunn, Colorado, USA 1995-1998","populations, animals, invertebrates, population dynamics,  arthropods, community dynamics, catena, landscape","This data package was produced by researchers working on the Shortgrass Steppe Long
          Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
          Long-term datasets and background information (proposals, reports, photographs, etc.) on
          the SGS-LTER project are contained in a comprehensive project collection within the
          Digital Collections of Colorado
          (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429). The
          data table and associated metadata document, which is generated in Ecological Metadata
          Language, may be available through other repositories serving the ecological research
          community and represent components of the larger SGS-LTER project collection. "
"knb-lter-sgs.136","SGS-LTER Long-term Monitoring Project: Spotlight Rabbit Count on the Central Plains Experimental Range, Nunn, Colorado, USA 1994-2006, ARS Study Number 98","populations, mammals, population dynamics,  community dynamics, rabbits","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. Additional information and referenced materials can be found: 
                                                  http://hdl.handle.net/10217/83448.Rabbits are the most important small-mammal
                                                  herbivores in shortgrass steppe, and may
                                                  significant influence the physiognomy and
                                                  population dynamics of herbaceous plants and woody
                                                  shrubs. Rabbits also are the most important prey
                                                  of mammalian carnivores such as coyotes and large
                                                  raptors such as golden eagles and great horned
                                                  owls. Two hares (Lepus californicus, L.
                                                  townsendii) and one cottontail rabbit (Sylvilagus
                                                  audubonii) occur in shortgrass steppe. In 1994, we
                                                  initiated long-term studies to track changes in
                                                  relative abundance of rabbits on the Central
                                                  Plains Experimental Range (CPER). On four nights
                                                  each year (one night each season, usually on new
                                                  moon nights in January, April, July, October), we
                                                  drove a 32-km route consisting of pasture
                                                  two-track and gravel roads on the CPER. This was
                                                  the same route as that driven for carnivore scat
                                                  counts. Surveys began at twilight. Observers with
                                                  two spotlights sat in the back of a 4WD pick-up
                                                  driven at <15 mph. We recorded the
                                                  perpendicular distance (in m) to each rabbit using
                                                  a meter tape or range finder; the direction of the
                                                  rabbit relative to the road; and noted if
                                                  individuals were solitary or in clusters. We also
                                                  recorded any carnivores or other animals seen
                                                  during spotlight surveys. Beginning in Spring
                                                  1998, we recorded the vegetation type (habitat)
                                                  and topographic position of each rabbit seen, as
                                                  well as position relative to human features, eg
                                                  windmills, cattle guards, on the landscape. We
                                                  used the number of rabbits of each species spotted
                                                  per km of route as an index of relative abundance.
                                                  We used line-transect approaches in DISTANCE to
                                                  estimate population densities from perpendicular
                                                  distance data."
"knb-lter-sgs.144","SGS-LTER Standard Met Data: 1969- 2010 Manually Collected Standard Meteorological Data on the Central Plains Experimental Range, Nunn, Colorado, USA 1969 - 2011, ARS Study Number 6","inorganic nutrients, weather, meteorology, temperature, wind, radiation,evaporation, cloud cover, precipitation,climate, water","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. The objective of this study is to collect
                                                  baseline meteorological data for the CPER.
                                                  Datasets auto12_climdb and man11_climdb have been
                                                  processed for quality and missing values.
                                                  additional information and referenced materials
                                                  can be found:http://hdl.handle.net/10217/82146."
"knb-lter-sgs.154","SGS-LTER CO2 Elevation Study: OTC summer plus fall total harvest data  on the Central Plains Experimental Range, Nunn, Colorado, USA 1997 - 2001","aboveground net primary productivitiy, biomass, populations, plants, carbon dioxide, primary production","This data package was produced by researchers working on the Shortgrass Steppe 
									Long Term Ecological Research (SGS-LTER) Project, administered at Colorado State University.
									Long-term datasets and background information (proposals, reports, photographs, etc.) on the 
									SGS-LTER project are contained in a comprehensive project collection within the Digital 
									Collections of Colorado (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).  
									The data table and associated metadata document, which is 
									generated in Ecological Metadata Language, may be available through other repositories 
									serving the ecological research community and represent components of the larger SGS-LTER 
									project collection. Additional information and referenced materials can be found: http://hdl.handle.net/10217/82454.
								Above-ground plant material was harvested in July (PSC) and Oct. in five years of CO2 enrichment in Open-top-chambers. There was a consistent increase in plant productivity in the elevated CO2 chambers."
"knb-lter-sgs.170","SGS-LTER Long-term Seasonal Root Biomass  on the Central Plains Experimental Range, Nunn, Colorado, USA 1985-2007, ARS Study Number 3","belowground net primary production, biomass, plants, population dynamics, primary production","This data package was produced by researchers
                                                  working on the Shortgrass Steppe Long Term
                                                  Ecological Research (SGS-LTER) Project,
                                                  administered at Colorado State University.
                                                  Long-term datasets and background information
                                                  (proposals, reports, photographs, etc.) on the
                                                  SGS-LTER project are contained in a comprehensive
                                                  project collection within the Digital Collections
                                                  of Colorado
                                                  (http://digitool.library.colostate.edu/R/?func=collections&collection_id=3429).
                                                  The data table and associated metadata document,
                                                  which is generated in Ecological Metadata
                                                  Language, may be available through other
                                                  repositories serving the ecological research
                                                  community and represent components of the larger
                                                  SGS-LTER project collection. The belowground system in arid and semiarid
                                                  regions can be of relatively greater importance
                                                  than in more mesic systems because plant
                                                  competition is most often for soil water rather
                                                  than for light in aboveground canopies.
                                                  Belowground plant biomass in the shortgrass steppe
                                                  represents approximately 80% of the total. These
                                                  data, entitled Long-Term Seasonal Root Biomass,
                                                  were obtained in section 21 of the Central Plains
                                                  Experimental Range from 1985-2008 in conjunction
                                                  with a 14C labeling experiment designed to test
                                                  isotope methods of estimating root production.
                                                  Paired plots for each of eight replicate 14C
                                                  labeled plots were established and cored on
                                                  average six times per year over 13 years (five
                                                  cores each plot each date as above). There were
                                                  two primary objectives for collecting these data,
                                                  1) to compare estimates of root production (or
                                                  belowground net primary production - BNPP)
                                                  obtained using the sequential coring of biomass
                                                  methods with various isotope, minirhizotron,
                                                  ingrowth, and other methods, and 2) to examine
                                                  long-term controls on the temporal dynamics of
                                                  root biomass. This shortgrass steppe LTER site is
                                                  the only place we are aware of that has compared
                                                  most methods of estimating BNPP, including
                                                  sequential coring, ingrowth cores, and ingrowth
                                                  donuts, 14C pulse-isotope dilution, 14C
                                                  pulse-isotope turnover, rhizotron windows, and
                                                  minirhizotron, and indirect methods including
                                                  nitrogen budget, carbon flux, simulation carbon
                                                  flow model, and regression model. All production
                                                  methods are compared in Milchunas (2009), and more
                                                  detailed comparisons among particular methods can
                                                  be found in Milchunas and Lauenroth (1992, 2001),
                                                  and Milchunas et al. (2005a, and 2005b). Results
                                                  and conclusions concerning root biomass dynamics
                                                  and relationships with precipitation, season, and
                                                  aboveground biomass are reported primarily in
                                                  Milchunas and Lauenroth (2001). If you are
                                                  interested in using these data they are
                                                  downloadable from the SGS website, however we
                                                  encourage you to seek advice from the researchers
                                                  on the SGS project before you apply this dataset.
                                                  Milchunas D. G., and W. K. Lauenroth. 1992. Carbon
                                                  dynamics and estimates of primary production by
                                                  harvest, C14 dilution, and C14 turnover. Ecology
                                                  73:593-607. Milchunas, D. G., and W. K. Lauenroth.
                                                  2001. Belowground primary production by carbon
                                                  isotope decay and long-term root biomass dynamics.
                                                  Ecosystems 4:139-150. Milchunas, D. G., J. A.
                                                  Morgan, A. R. Mosier, and D. LeCain. 2005a. Root
                                                  dynamics and demography in shortgrass steppe under
                                                  elevated CO2, and comments on minirhizotron
                                                  methodology. Global Change Biology 11:1837-1855.
                                                  Milchunas, D. G., A. R. Mosier, J. A. Morgan, D.
                                                  LeCain, J. Y. King, and J. A. Nelson. 2005b. Root
                                                  production and tissue quality in a shortgrass
                                                  steppe exposed to elevated CO2: Using a new
                                                  ingrowth method. Plant and Soil 268:111-122.
                                                  Milchunas, D. G. 2009. Estimating root production:
                                                  comparison of 11 methods in shortgrass steppe and
                                                  review of biases. Ecosystems 12:1381-1402. Additional information and referenced materials can be found: http://hdl.handle.net/10217/85665. "
