"packageid","title","abstract","new_keywords"
"knb-lter-ntl.286","Fluxes project at North Temperate Lakes LTER: Hydrology Scenarios Model Output","A spatially-explicit simulation model of hydrologic flow-paths was developed by Matthew C. Van de Bogert and collaborators for his PhD project, "" Aquatic ecosystem carbon cycling: From individual lakes to the landscape."" The model is coupled with an in-lake carbon model and simulates hydrologic flow paths in groundwater, wetlands, lakes, uplands, and streams. The goal of this modeling effort was to compare aquatic carbon cycling in two climate scenarios for the North Highlands Lake District (NHLD) of northern Wisconsin: one based on the current climate and the other based on a scenario with warmer winters where lakes and uplands do not freeze, hereinafter referred to as the ""no freeze"" scenario. In modeling this ""no freeze"" scenario the same precipitation and temperature data as the current climate model was used, however temperature inputs were artificially floored at 0 degrees Celsius. While not discussed in his dissertation, Van de Bogert considered two other climate scenarios each using the same precipitation and temperature data as the current climate scenario. These scenarios involved running the model after artificially raising and lowering the current temperature data by 10 degrees Celsius. Thus, four scenarios were considered in this modeling effort, the current climate scenario, the ""no freeze"" scenario, the +10 degrees scenario, and the -10 degrees scenario. These data are the outputs of the model under the different scenarios and include average monthly temperature, average monthly rainfall, average monthly snowfall, total monthly precipitation, daily evapotranspiration, daily surface runoff, daily groundwater recharge, and daily total runoff. Note that the results of how temperature inputs influence aquatic carbon cycling under these different scenarios is not included in this data set, refer to Van de Bogert (2011) for this information.Documentation: Van de Bogert, M.C., 2011. Aquatic ecosystem carbon cycling: From individual lakes to the landscape. ProQuest Dissertations and Theses. The University of Wisconsin - Madison, United States -- Wisconsin, p. 156.","biogeochemistry, biology, climatology, ecology, geography, history, hydrology, meteorology, phenology, sociology, aquatic, terrestrial, atmospheric event, ecosphere event, model, community, ecosystem, human, biogeochemical process, biological process, environmental process, hydrologic process, measurement process, physiological process, air, landform, water, carbon, nutrient, organic matter, aquatic ecology, biodiversity, landcover, landuse, landscape change, landuse history, evaporation, water level, temperature, precipitation, snow, weather, freshwater, lake, stream, wetland, forest, frost, storm, disturbance, simulation, food web, carbon, nutrient, emission, production, accumulation, deposition, disturbance, evapotranspiation, ice, infiltration, precipitation, runoff, snow accumulation, water balance, mass balance, modeling, simulation, transpiration, air, atmosphere, basin, hillslope, fresh water, ground water, ice, snow, snow depth, water table, watershed, limnology, density, forest ecology, plant cover, air temperature"
"knb-lter-ntl.288","North Temperate Lakes LTER Northern Highland Lake District Bathymetry","This data set represents the bathymetry of the seven NTL-LTER primary study lakes                in the Northern Highland Lake District (aka Trout Lake Region). Bathymetry is                encoded as vector contours with a varying contour interval depending on the depth of the lake.","geography, hydrology, aquatic, spatial method, population, bathymetry, freshwater, lake, geographic information system"
"knb-lter-ntl.289","Lake Shoreline in the Contiguous United States","There are millions of lakes, ponds and reservoirs in the United States. Existing        datasets are large and unweildy. With this data product, derived from the US NHD (downloaded        Jan 2013), we summarize at a high level the distribution of lakes across the US.","geography, aquatic, spatial method, population, freshwater, lake, pond, geographic information system"
"knb-lter-ntl.29","North Temperate Lakes LTER: Physical Limnology of Primary Study Lakes 1981 - current","Parameters characterizing the physical limnology of the eleven primary lakes (Allequash,        Big Muskellunge, Crystal, Sparkling, Trout, bog lakes 27-02 [Crystal Bog] and 12-15 [Trout        Bog], Mendota, Monona, Wingra and Fish) are measured at one station in the deepest part of        each lake at 0.25-m to 1-m depth intervals depending on the lake. Measured parameters in the        data set include water temperature, vertical penetration of photosynthetically active        radiation (PAR; not measured on lakes Mendota, Monona, Wingra, and Fish), dissolved oxygen,        as well as the derived parameter percent oxygen saturation. Sampling Frequency: fortnightly        during ice-free season - every 6 weeks during ice-covered season for the northern lakes. The        southern lakes are similar except that sampling occurs monthly during the fall and typically        only once during the winter (depending on ice conditions). Number of sites: 11&#13; Please consult NTL's website for information on experimental lake manipulations and the        DNR's website for management activities","biogeochemistry, ecology, management, meteorology, aquatic, animal, biological process, hydrologic process, manipulation process, physiological process, water, oxygen, aquatic ecology, biodiversity, light, radiation, temperature, freshwater, lake, wetland, vertebrate, production, ice, metabolism, ice, limnology, plant cover, photosynthetically active radiation, fish, primary production"
"knb-lter-ntl.290","WSC 2006: Spatial interactions among ecosystem services in the Yahara Watershed","Understanding spatial distributions, synergies and tradeoffs of multiple ecosystem        services (benefits people derive from ecosystems) remains challenging. We analyzed the        supply of 10 ecosystem services for 2006 across a large urbanizing agricultural watershed in        the Upper Midwest of the United States, and asked: (i) Where are areas of high and low        supply of individual ecosystem services, and are these areas spatially concordant across        services? (ii) Where on the landscape are the strongest tradeoffs and synergies among        ecosystem services located? (iii) For ecosystem service pairs that experience tradeoffs,        what distinguishes locations that are win win exceptions from other locations? Spatial        patterns of high supply for multiple ecosystem services often were not coincident locations        where six or more services were produced at high levels (upper 20th percentile) occupied        only 3.3 percent of the landscape. Most relationships among ecosystem services were        synergies, but tradeoffs occurred between crop production and water quality. Ecosystem        services related to water quality and quantity separated into three different groups,        indicating that management to sustain freshwater services along with other ecosystem        services will not be simple. Despite overall tradeoffs between crop production and water        quality, some locations were positive for both, suggesting that tradeoffs are not inevitable        everywhere and might be ameliorated in some locations. Overall, we found that different        areas of the landscape supplied different suites of ecosystem services, and their lack of        spatial concordance suggests the importance of managing over large areas to sustain multiple        ecosystem services. Documentation: Refer to the supporting information of the follwing paper        for full details on data sources, methods and accuracy assessment:  Qiu, Jiangxiao, and        Monica G. Turner. ""Spatial interactions among ecosystem services in an urbanizing        agricultural watershed."" Proceedings of the National Academy of Sciences 110.29 (2013):        12149-12154. ","agriculture, biogeochemistry, biology, climatology, ecology, geography, geomorphology, history, hydrology, management, meteorology, sociology, soil science, topography, aquatic, human dominated, terrestrial, ecosphere event, device, model, spatial method, community, ecosystem, habitat, population, species, animal, community, human, plant, biogeochemical process, biological process, environmental process, geological process, hydrologic process, manipulation process, measurement process, physiological process, biomass, landform, sediment, soil, water, carbon, inorganic matter, nutrient, organic matter, water biogeochemistry, aquatic ecology, biodiversity, landcover, landuse, acretion, landscape change, landuse history, hydrography, intercept, snow, soil moisture, freshwater, lake, stream, agricultural, urban, flood plain, disturbance, hydrography, simulation, geographic information system, imagery, mapping, food web, population dynamics, vegetation, vertebrate, vegetation, crop, carbon, nutrient, production, disturbance, accretion, evapotranspiation, interception, precipitation, runoff, irrigation, mapping, modeling, simulation, remote sensing, respiration, transpiration, above ground biomass, basin, hillslope, road, fresh water, ground water, snow, watershed, inorganic nutrient, water quality, limnology, abundance, plant cover, species diversity, species richness, vegetation dynammics, landsat, remote sensing, fish, aboveground production, primary production"
"knb-lter-ntl.291","Historical Plat Maps of Dane County Digitized and Converted to GIS (1962-2005)","We constructed a time-series spatial dataset of parcel boundaries for the period        1962-2005, in roughly 4-year intervals, by digitizing historical plat maps for Dane County        and combining them with the 2005 GIS digital parcel dataset. The resulting datasets enable        the consistent tracking of subdivision and development for all parcels over a given time        frame. The process involved 1) dissolving and merging the 2005 digital Dane County parcel        dataset based on contiguity and name, 2) further merging 2005 parcels based on the hard copy        2005 Plat book, and then 3) the reverse chronological merging of parcels to reconstruct        previous years, at 4-year intervals, based on historical plat books. Additional land use        information such as 1) whether a structure was actually constructed (using the companion        digitized aerial photo dataset), 2) cover crop, and 3) permeable surface area, can be added        to these datasets at a later date. ","biogeography, ecology, geography, geomorphology, history, hydrology, meteorology, sociology, soil science, aquatic, terrestrial, anthropogenic event, ecosphere event, device, field method, model, spatial method, survey, community, ecosystem, habitat, population, community, human, plant, plant part, biological process, community process, environmental process, geological process, manipulation process, measurement process, biomass, landform, layer, sediment, soil, water, biodiversity, landcover, landuse, erosion, sedimentation, landscape change, landuse history, hydrography, light, freshwater, lake, stream, wetland, flood plain, forest, grassland, clearcut, disturbance, hydrography, monitoring, geographic information system, imagery, mapping, population dynamics, vegetation, canopy, vegetation, crop, vascular plant, leaf, growth, production, dispersal, herbivory, deposition, disturbance, erosion, sedimentation, clearcut, fertilization, harvest, revegetation, thinning, mapping, modeling, monitoring, remote sensing, above ground biomass, basin, building, hillslope, road, canopy, fresh water, watershed, community dynamics, density, plant cover, vegetation dynammics, aerial imagery, landsat, remote sensing, grass, tree, leaf area, grazing"
"knb-lter-ntl.298","Microbial Observatory at North Temperate Lakes LTER Time series of bacterial community
			dynamics in Lake Mendota 2000 - 2009","With an unprecedented decade-long time series from a temperate eutrophic lake, we				analyzed bacterial and environmental co-occurrence networks to gain insight into seasonal				dynamics at the community level. We found that (1) bacterial co-occurrence networks were				non-random, (2) season explained the network complexity and (3) co-occurrence network				complexity was negatively correlated with the underlying community diversity across				different seasons. Network complexity was not related to the variance of associated				environmental factors. Temperature and productivity may drive changes in diversity across				seasons in temperate aquatic systems, much as they control diversity across latitude. While				the implications of bacterioplankton network structure on ecosystem function are still				largely unknown, network analysis, in conjunction with traditional multivariate techniques,				continues to increase our understanding of bacterioplankton temporal dynamics. ","biogeochemistry, ecology, meteorology, aquatic, community, ecosystem, population, microbe, biological process, water biogeochemistry, biodiversity, temperature, freshwater, lake, population dynamics, bacteria, production, eutrophic water, abundance, community dynamics"
"knb-lter-ntl.299","Microbial Observatory at North Temperate Lakes LTER Spatial and temporal cyanobacterial population dynamics in Lake Mendota 2009 - 2011","Toxic cyanobacterial blooms threaten freshwaters worldwide but have proven difficult to				predict because the mechanisms of bloom formation and toxin production are unknown,				especially on weekly time scales. Water quality management continues to focus on aggregated				metrics, such as chlorophyll and total nutrients, which may not be sufficient to explain				complex community changes and functions such as toxin production. For example, nitrogen (N)				speciation and cycling play an important role, on daily time scales, in shaping				cyanobacterial communities because declining N has been shown to select for N fixers. In				addition, subsequent N pulses from N2 fixation may stimulate and sustain toxic				cyanobacterial growth. Herein, we describe how rapid early summer declines in N followed by				bursts of N fixation have shaped cyanobacterial communities in a eutrophic lake (Lake				Mendota, Wisconsin, USA), possibly driving toxic Microcystis blooms throughout the growing				season. On weekly time scales in 2010 and *2011, we monitored the cyanobacterial community				in a eutrophic lake using the phycocyanin intergenic spacer (PC-IGS) region to determine				population dynamics. In parallel, we measured microcystin concentrations, N2 fixation rates,				and potential environmental drivers that contribute to structuring the community. ","biogeochemistry, ecology, management, aquatic, global, community, population, algae, microbe, biological process, water, chlorophyll, nitrogen cycle, nutrient, water biogeochemistry, biodiversity, freshwater, lake, population dynamics, bacteria, growth, production, speciation, fresh water, nitrogen, water quality, eutrophic water, community dynamics, cyanobacteria"
"knb-lter-ntl.3","North Temperate Lakes LTER: Crayfish Abundance 1981 - current","Crayfish data include crayfish catch in cylindrical minnow traps baited with beef liver and occasional occurrence in other gear used to sample fish. Traps are placed at fyke net locations in nine study lakes (Allequash, Big Muskellunge, Crystal, Sparkling, Trout, Mendota, Monona, Wingra and Fish). Crayfish traps have been eliminated as gear in the Madison area lakes (Mendota, Monona, Wingra, and Fish) after 2003. Individuals are identified to species and counted. In Trout and Sparkling Lake more detailed surveys have been conducted during the summer on an ad hoc basis to track distribution and abundance of the invading species Orconectes rusticus. In Sparkling lake Rusty Crayfish (Orconectes rusticus) was removed from 2001 to 2008. Catherine L Hein, Brian M Roth, Anthony R Ives, and M Jake Vander Zanden. Fish predation and trapping for rusty crayfish (Orconectes rusticus) control: a whole-lake experiment. Canadian Journal of Fisheries and Aquatic Sciences. 63(2): 383-393. https://doi.org/10.1139/f05-229. Additional data sets consist of pre-LTER sets (initiated in late June 1972) gathered by Capelli (Ph.D. dissertation) and Lorman (Ph.D. dissertation). Most of pre-LTER data is detailed distribution in Trout Lake, and community composition in other area lakes. Note that 2020 data does not exist due to insufficient sampling. Sampling Frequency: annually Number of sites: 9","ecology, aquatic, coastal, experiment, survey, community, population, species, animal, community process, manipulation process, measurement process, biodiversity, benthos, freshwater, lake, littoral, invasive species, invertebrate, vertebrate, predation, trapping, abundance, community dynamics, species diversity, fish"
"knb-lter-ntl.30","North Temperate Lakes LTER: Lake Levels 1981 - current","          Lake level is measured at the shoreline using a twice-annually calibrated staff gauge for the seven primary lakes in the Trout Lake area (Allequash, Big Muskellunge, Crystal, Sparkling, and Trout lakes and unnamed lakes 27-02 [Crystal Bog], and 12-15 [Trout Bog]). Values presented in the database represent the water height in meters above sea level. Sampling Frequency: fortnightly during ice-free season, with the exception of 2020 in which sampling was monthly. Number of sites: 7        Please consult NTL's website for information on experimental lake manipulations and the        DNR's website for management activities","ecology, management, aquatic, hydrologic process, manipulation process, water, aquatic ecology, freshwater, lake, wetland, ice, limnology"
"knb-lter-ntl.300","Upper Midwest Great Lakes Region Citizen Secchi Data 1938 - 2012","Upper MidwestorGreat Lakes Region Citiizen Secchi Data includes 239,741 citizen Secchi				monitoring records (1938 – 2012) from Illinois Volunteer Lake Monitoring Program, Indiana				Clean Lakes Program, Iowa Secchi Dip-In Project, Michigan Clean Water Corps, Lakes of				Missouri Volunteer Program, Minnesota Citizen Lake Monitoring Program, Ohio Citizen Lake				Awareness Program, and Wisconsin Citizen Lake Monitoring Records. Data were obtained from				above monitoring groups and merged with the high resolution National Hydrography Dataset				(www.nhd.usgs.gov) based on citizen proved latitudeorlongitude coordinates to verify the				location of individual lakes and size of lake (hectare). Code used to estimate annual				average Secchi depth (m) provided in metadata. These citizen-collected, publically available				Secchi depth measurements were collected to answer two questions: (1) what are the long-term				trends in lake water quality across a broad geographic region?; (2) how do trends differ as				a function of spatial location, size of lake monitored, and when Secchi records were				collected. Data collection and analysis were funded by the National Science Foundation (MSB-				1065786, EF-1065818, EF-1065649), NTL-LTER (DEB-0822700), STRIVE grant 2011-W-FS-7 from the				Environmental Protection Agency. GLERL contribution number (1703). ","biogeochemistry, geography, hydrology, meteorology, aquatic, device, field method, measurement process, water, water biogeochemistry, hydrography, light, freshwater, lake, hydrography, citizen science, monitoring, monitoring, water quality, water clarity"
"knb-lter-ntl.301","North Temperate Lakes LTER Morphometry and Hypsometry data for core study lakes","Morphometric data for NTL study lakes. These are area and volume at one meter depth interval.hp-factor in percent volume for each depth layer NTL core study lakes","aquatic, freshwater, lake"
"knb-lter-ntl.303","North Temperate Lakes LTER High Frequency Water Temperature Data, Dissolved Oxygen,
      Chlorophyll, pH - Crystal Lake 2011 - 2014"," Data from the instrumented buoy on Crystal Lake include micrometeorological parameters,        relative humidity, air temperature, wind velocity, wind driection (2 m height),and water        temperatures, pH, chlorophyll, and dissolved oxygen measured by a sonde that is moving        through the water column. Measurements were taken before, during, and after lake mixing experiment","biogeochemistry, ecology, meteorology, aquatic, experiment, field method, manipulation process, air, water, chlorophyll, oxygen, aquatic ecology, temperature, relative humidity, wind, freshwater, lake, platform, air, water column, limnology, air temperature, mooring buoy"
"knb-lter-ntl.307","Greenhouse gas emissions from streams at North Temperate Lakes LTER 2012","          Aquatic ecosystems can be important components of landscape carbon budgets. In lake-rich landscapes, streams may be important sources of greenhouse gases (CO2 and CH4) to the atmosphere in addition to lakes, but their source strength is poorly documented. The processes which control gas concentrations and emissions in these interconnected landscapes of lakes, streams and groundwater have not been adequately addressed. In this paper we use multiple datasets that vary in their spatial and temporal extent to investigate the carbon gas source strength of streams in a lake-rich landscape and to determine the roles of lakes and groundwater. We show that streams emit roughly the same mass of CO2 as regional lakes, and that stream CH4 emissions are an important component of the regional greenhouse gas balance.        ","biogeochemistry, ecology, aquatic, ecosystem, biogeochemical process, air, water, carbon, methane, aquatic ecology, freshwater, lake, stream, emission, atmosphere, ground water, limnology"
"knb-lter-ntl.308","Ebullitive methane emissions from oxygenated wetland streams at North Temperate Lakes LTER 2013","          Stream and river carbon dioxide emissions are an important component of the global carbon cycle. Methane emissions from streams could also contribute to regional or global greenhouse gas cycling, but there are relatively few data regarding stream and river methane emissions. Furthermore, the available data do not typically include the ebullitive (bubble-mediated) pathway, instead focusing on emission of dissolved methane by diffusion or convection. Here, we show the importance of ebullitive methane emissions from small streams in the regional greenhouse gas balance of a lake and wetland-dominated landscape in temperate North America and identify the origin of the methane emitted from these well-oxygenated streams. Stream methane flux densities from this landscape tended to exceed those of nearby wetland diffusive fluxes as well as average global wetland ebullitive fluxes. Total stream ebullitive methane flux at the regional scale (103 Mg C yr-1; over 6400 km2) was of the same magnitude as diffusive methane flux previously documented at the same scale. Organic-rich stream sediments had the highest rates of bubble release and higher enrichment of methane in bubbles, but glacial sand sediments also exhibited high bubble emissions relative to other studied environments. Our results from a database of groundwater chemistry support the hypothesis that methane in bubbles is produced in anoxic near-stream sediment porewaters, and not in deeper, oxygenated groundwaters. Methane interacts with other key elemental cycles such as nitrogen, oxygen, and sulfur, which has implications for ecosystem changes such as drought and increased nutrient loading. Our results support the contention that streams, particularly those draining wetland landscapes of the northern hemisphere, are an important component of the global methane cycle.        ","biogeochemistry, ecology, aquatic, atmospheric event, ecosystem, biogeochemical process, sediment, soil, water, carbon, methane, nitrogen cycle, nutrient, oxygen, sulfur cycle, water biogeochemistry, aquatic ecology, freshwater, lake, stream, wetland, drought, emission, sand, ground water, nitrogen, sulfur, limnology"
"knb-lter-ntl.309","WSC 2007 - 2012 Yahara Watershed surface water quality policies and practices created and implemented by public agencies","This dataset was created June 2012 - August 2013 to contribute to research under the				Water Sustainability and Climate project. Interventions collected are those land-based				policies and practices written and implemented by public agencies. Policies were implemented				in Wisconsin's Yahara Watershed the period 2007-2012. They aim to improve surface water				quality through nutrient (phosphorus and nitrogen) and sediment reduction. Interventions				included in the mapping must have spatially-explicit, publicly available data through				personal communication or website. ","biogeochemistry, climatology, ecology, geography, sociology, spatial method, measurement process, sediment, water, landform, nitrogen cycle, nutrient, phosphorus cycle, water biogeochemistry, biodiversity, landcover, landuse, policy, geographic information system, mapping, mapping, watershed, nitrogen, phosphorus, water quality, plant cover"
"knb-lter-ntl.31","North Temperate Lakes LTER: Secchi Disk Depth; Other Auxiliary Base Crew Sample Data 1981 - current","Secchi disk depth is measured in the deepest part of each lake for the eleven primary lakes (Allequash, Big Muskellunge, Crystal, Sparkling, Trout lakes, unnamed lakes 27-02 [Crystal Bog] and 12-15 [Trout Bog], Fish, Mendota, Monona and Wingra). The disk is circular, 20 cm in diameter, and has alternating black and white quadrants. It is lowered using a calibrated Kevlar rope to minimize stretching. Readings are made on the shaded side of the boat both with and without the aid of a plexiglass viewer. The points at which the disk disappears while being lowered and reappears while being raised are averaged to determine Secchi depth. Auxiliary data include time of day, air temperature, cloud cover, wave height, wind speed and direction and whether the lake was ice covered on the sampledate. Sampling Frequency: fortnightly during ice-free season - every 6 weeks during ice-covered season for the northern lakes. The southern lakes are similar except that sampling occurs monthly during the fall and typically only once during the winter (depending on ice conditions). Number of sites: 11","biogeochemistry, ecology, meteorology, aquatic, animal, hydrologic process, air, water, water biogeochemistry, aquatic ecology, biodiversity, temperature, wind, freshwater, lake, wetland, vertebrate, ice, air, ice, water clarity, limnology, plant cover, air temperature, wind speed, fish"
"knb-lter-ntl.310","LTREB: Lake Myvatn Predation experiments at Myvatn, Iceland during 2009 and 2011","Changes in one prey species' density can indirectly affect the abundance of another prey species if a shared predator eats both species leading to positive or negative indirect effects. In some cases, indirect effects may occur when prey move into a habitat, such as when riparian predator populations grow in response to adult aquatic insects and increase predation on terrestrial prey. However, predators could instead switch to aquatic insects or become satiated, reducing predation on terrestrial prey. To determine the net indirect effect of aquatic insects on terrestrial arthropods via generalist spider predators, we conducted a field experiment using enclosures on the shoreline of an Icelandic lake with numerous aquatic midges. Midge abundance and wolf spider density were altered to mimic midge influx and a wolf spider numerical response. At all predator densities, the presence of midges decreased rates of predation on terrestrial prey. When midges were absent, predation was 30percent greater at high spider density. But when midges were present, predation of sentinel prey was equal across spider densities, negating the influence of increased predator density. In lab mesocosms, prey survivorship increased greater or equal 50percent where midges were present and rapidly saturated; the addition of 5, 20, 50 and 100 midges equivalently reduced spider predation, supporting predator distraction rather than satiation as the root cause. Our results demonstrate a strong positive indirect effect of midges, and broadly support the concept that predator responses to alternative prey are a major influence on the magnitude and direction of predator-mediated indirect effects.","biogeochemistry, ecology, aquatic, terrestrial, experiment, community, habitat, population, animal, plant part, community process, manipulation process, organic matter, biodiversity, freshwater, lake, riparian, field manipulation, mesocosm, predator, population dynamics, invertebrate, root, predation, abundance, density, enclosure, arthropod, insect, predator"
"knb-lter-ntl.311","Schoolyard ecology at North Temperate Lakes LTER: Dragonfly Species Presence at Stormwater Retention Ponds in July of 2014","This study aims to integrate scientific observations with community involvement,				specifically with dragonfly species.  The presence and absence of 17 dragonfly species was				observed at Stormwater Retention ponds in the Madison area in July of 2014 and made into				frequency distributions.  This research will continue with community outreach in the area to				further involve and educate the community on the biodiversity of their local ponds. ","ecology, aquatic, atmospheric event, community, population, biodiversity, freshwater, pond, storm, community dynamics"
"knb-lter-ntl.312","WSC - Gridded sample points at Wibu field site including yield, soil texture, water table depth, and estimated soil water retention parameters","A variety of data from gridded sampling points at the Wibu field site. The gridded sampling scheme is described in the Point Locations dataset. This dataset includes 2012 and 2013 absolute and normalized yield, soil textural characteristics (organic content, porosity, bulk density, particle size metrics, % sand/silt/clay), a variety of water table depth metrics (mean, percentiles, sum exceedance values, moving averages), and soil water retention parameters estimated using the Rosetta pedotransfer function. It was collected as part of a study of the impacts of water table depth, soil texture, and growing season weather conditions on corn production at the Wibu field site, described in Zipper et al. (in review). The Wibu field site is a commercial agricultural field, which grew corn in the 2012, 2013, and 2014 growing seasons. See Zipper and Loheide (2014) Ag. For. Met. for more information about the field site.","biogeochemistry, ecology, meteorology, soil science, human dominated, community, community, biological process, physiological process, soil, water, inorganic matter, nutrient, organic matter, biodiversity, weather, agricultural, vegetation, vegetation, production, transpiration, sand, ground water, water table, inorganic nutrient, density, vegetation dynammics, primary production"
"knb-lter-ntl.313","WSC - Water surface elevation (WSE) and water table depth (WTD) from 14 points at the Wibu field site, 2012-2013 growing seasons ","Observation wells were installed for the purpose of continuously monitoring the water table level during the 2012 and 2013 growing seasons at the Wibu field site. These data were then used to study the yield response of corn to water table depth, soil texture, and growing season weather conditions (Zipper et al., in prep). The Wibu field site is a commercial agricultural field, which grew corn in the 2012, 2013, and 2014 growing seasons. See Zipper and Loheide (2014) Ag. For. Met. for more information about the field site. The 2012 growing season was characterized by severe drought, and the water table fell below the bottom of most wells in late June/early July.","agriculture, biogeochemistry, meteorology, soil science, human dominated, atmospheric event, field method, measurement process, soil, water, organic matter, weather, agricultural, drought, monitoring, monitoring, ground water, water table"
"knb-lter-ntl.314","WSC - Leaf area index (LAI) at various points within Wibu field site, 2012-2014","Leaf area index (LAI) measurements collected at various points within the Wibu field site between 2012-2014. Measurements were collected approximately weekly from plant emergence until appr. 1 month past the onset of senescence. The Wibu field site is a commercial agricultural field, which grew corn in the 2012, 2013, and 2014 growing seasons; therefore, these are all LAI values for corn. See Zipper and Loheide (2014) Ag. For. Met. for more information about the field site and use of the LAI data.","agriculture, biogeochemistry, phenology, human dominated, plant, plant part, biological process, organic matter, agricultural, leaf, production, leaf area index, leaf area, primary production"
"knb-lter-ntl.315","WSC - Hourly meteorological data for Wibu field site, 2012-2013","Hourly measurements of incoming shortwave radiation, air temperature, relative humidity, precipitation, and wind speed for the Wibu field site. This is a site-specific synthesis of local monitoring equipment and the Arlington Automated Weather Observing Network station operated by UW Extension","biogeochemistry, meteorology, field method, hydrologic process, measurement process, air, inorganic matter, nutrient, temperature, precipitation, radiation, relative humidity, weather, wind, monitoring, precipitation, monitoring, air, inorganic nutrient, air temperature, wind speed"
"knb-lter-ntl.316","WSC - Soil moisture, temperature, and water potential at Wibu field site","Soil moisture, temperature, and water potential measurements for 3 locations within Wibu field site:	(1) WIBU-6, which is characterized by deep (greater than6 m) groundwater and coarse soil;	(2) WIBU-7, which is characterized by intermediate (2-4 m) groundwater and intermediate soil;	(3) WIBU-8, which is characterized by shallow (0-3 m) groundwater and fine soil.	For more information about the soil and groundwater levels, see other datasets from this field site. The Wibu field site is a commercial agricultural field, which grew corn in the 2012, 2013, and 2014 growing seasons. See Zipper and Loheide (2014) Ag. For. Met. for more information about the field site.	 ","agriculture, biogeochemistry, hydrology, meteorology, soil science, human dominated, soil, water, inorganic matter, nutrient, water level, temperature, soil moisture, agricultural, ground water, inorganic nutrient"
"knb-lter-ntl.317","WSC - Yield and water table depth shapefiles from Wibu field site","Yield data from the Wibu field site combined with a variety of water table depth metrics				(mean, percentiles, sum exceedance values, moving averages). It was collected as part of a				study of the impacts of water table depth, soil texture, and growing season weather				conditions on corn production at the Wibu field site, described in Zipper et al. (in				review). The Wibu field site is a commercial agricultural field, which grew corn in the				2012, 2013, and 2014 growing seasons. See Zipper and Loheide (2014) Ag. For. Met. for more				information about the field site. ","agriculture, biogeochemistry, meteorology, soil science, human dominated, spatial method, biological process, layer, soil, water, inorganic matter, nutrient, weather, agricultural, geographic information system, production, organic layer, ground water, water table, inorganic nutrient, primary production"
"knb-lter-ntl.318","LTREB Terrestrial data 2012 - current","Pitfall traps measure the activity density of ground-dwelling arthropod communities;Infall traps measure the deposition of flying insectsSticky Cards measure the amount of flying insects with distance from the shoreline.Emergence traps measure the quantity of emerging chironomids","ecology, terrestrial, field method, community, animal, environmental process, measurement process, biodiversity, animal trap, food web, invertebrate, deposition, trapping, community dynamics, density, pitfall trap, arthropod, insect"
"knb-lter-ntl.319","North Temperate Lakes LTER: Chemical Limnology of Lake Mendota: Major Ions 1940 - 1995","          Chloride, Sodium and Sulfate concentrations in Lake Mendota. 1940 - 1987 data are annual averages collected and processed by Richard Lathrop Lathrop, R. C. (1988). Chloride and sodium trends in the Yahara lakes. Bureau of Research, Wisconsin Department of Natural Resources. 1988 - 1995 data are collected by the Wisconsins DNR and are also available in Storet.        ","biogeochemistry, ecology, aquatic, chloride, inorganic matter, nutrient, sodium, sulfur cycle, aquatic ecology, freshwater, lake, inorganic nutrient, sulfate, limnology"
"knb-lter-ntl.32","North Temperate Lakes LTER: Ice Duration - Trout Lake Area 1981 - current","Data include day of freeze-up and thaw dates of seven northern primary lakes (Allequash, Big Muskellunge, Crystal, Sparkling, Trout, unnamed 27-02 [Crystal Bog] and 12-15 [Trout Bog]) as well as Little Rock Lake. Observations are made approximately every other day during times of freeze and thaw. A lake is considered ice covered when the sampling station (the deepest part of the lake) is ice covered. The lake is considered thawed when it is possible to drive a boat from the boat landing to the sampling station without encountering ice. Sampling Frequency: annually Number of sites: 8&#13;","ecology, meteorology, aquatic, hydrologic process, water, biodiversity, snow, freshwater, lake, wetland, ice, ice, snow, plant cover"
"knb-lter-ntl.320","LAGOS - Predicted and observed maximum depth values for lakes in a 17-state region of the U.S.","This dataset includes predicted and observed values of maximum depth for lakes in the        upper Midwest and northeast United States. All observed values came from LAGOS ver 1.040.0        (LAke multi-scaled GeOSpatial and temporal database), an integrated database of lake        ecosystems (Soranno et al. 2015). LAGOS contains a complete census of lakes great than or        equal to 4 ha with corresponding geospatial information for a 17-state region of the U.S.,        and a subset of the lakes has observational data on morphometry and chemistry. Approximately        40 different sources of data were compiled for this dataset and were mostly generated by        government agencies (state, federal, tribal) and universities. Here, observed maximum depth        values (n = 8164) were used to train and validate a predictive mixed effects model for lake        depth using terrestrial and lake morphology as predictors (Oliver et al., submitted).        Predicted values (n = 50 607) generated by the model had a root mean squared error of 7.1 m.        This research was supported by the NSF Macrosystem Biology awards 1065786, 1065818, and        1065649. ","biogeochemistry, biology, aquatic, terrestrial, model, survey, ecosystem, plant part, measurement process, freshwater, lake, census, root, modeling"
